index,true_category,tfidf_pred,linguistic_pred,bert_pred,tfidf_correct,linguistic_correct,bert_correct,all_three_agree,all_correct,all_wrong,text_length,text_preview,hybrid_type
3791,News,Analytical,Analytical,Analytical,False,False,False,True,False,True,5178,a byelection in a normally safe labour seat was keir starmers first big electoral test as labour leader a similar scenario now provides his first test as prime minister the loss of hartlepool to boris...,all_wrong
3792,News,News,Feature,News,True,False,True,False,False,False,21599,531am bst and thats a wrap this easter sunday heres whats been keeping us busy today byron bays bluesfest was just one of a handful of music festivals saved by new south wales state funding the minns ...,disagree_mixed
3794,News,News,Analytical,News,True,False,True,False,False,False,3803,kyren wilson became the latest victim of snookers crucible curse after a shock defeat on the opening day of the world snooker championship at the hands of chinese sensation lei peifan underlining the ...,disagree_mixed
3795,News,Analytical,Feature,News,False,False,True,False,False,False,2918,barbara lee a trailblazing former member of congress has been elected as the next mayor of oakland california after fending off an insurgent challenge from the center at a critical moment for the bay ...,disagree_mixed
3802,News,News,Analytical,News,True,False,True,False,False,False,4760,his confidence in the car already wavering the world championship leader lando norris now has to cope with another serious blow to his title ambitions after crashing out in qualifying for the saudi ar...,disagree_mixed
3805,News,Feature,Feature,Analytical,False,False,False,False,False,True,6285,after last weeks supreme court decision activists had been worried that trans people might become fearful of going out in public in case they were abused they werent afraid in london on saturday thous...,all_wrong
3812,News,Feature,News,Feature,False,True,False,False,False,False,6066,amid the sound of children excitedly practising a drama for a forthcoming performance a yam seller calls to passers by with discounts for their wares outside a closed graphic design shop overlooking t...,disagree_mixed
3813,News,Feature,News,News,False,True,True,False,False,False,2308,product promotion on tiktok is now powerful enough to influence the vast agricultural economies of the us and iran at least when it comes to the consumption of highend confectionery a chocolate bar st...,disagree_mixed
3815,News,Feature,Feature,Feature,False,False,False,True,False,True,6717,last weekend alla shyrshonkova got on the 62 bus on a journey to her cottage near the ukrainian city of sumy it was a warm spring day i thought id sit with friends have some tea birds were singing the...,all_wrong
3817,News,Feature,News,News,False,True,True,False,False,False,4636,can a 33yearold cricketplaying socialist who wants to freeze rent make city transport free and once aspired to be a rapper win an already turbulent election to become the next mayor of new york zohran...,disagree_mixed
3818,News,News,News,Feature,True,True,False,False,False,False,5850,the menendez brothers have spent years waiting for another day in court and a chance to prove that they should be freed after serving more than three decades in prison for the 1989 slayings of their p...,disagree_mixed
3824,News,News,Review,News,True,False,True,False,False,False,2106,aaron ramsey has been given the task of trying to save cardiff city from relegation after omer riza was sacked on saturday the bluebirds parted company with their manager after a 20 defeat at sheffiel...,disagree_mixed
3827,News,Analytical,Feature,Feature,False,False,False,False,False,True,7263,the posters are going up all over hungary lets not allow them to decide for us runs the slogan alongside three classic villains of hungarian government propaganda they are ukraines wartime leader volo...,all_wrong
3828,News,News,Analytical,News,True,False,True,False,False,False,4370,microplastics have been found for the first time in human ovary follicular fluid raising a new round of questions about the ubiquitous and toxic substances potential impact on womens fertility the new...,disagree_mixed
3829,News,Feature,Feature,Feature,False,False,False,True,False,True,4643,for many americans celebrating easter the holiday is incomplete without chocolate chocolate bunnies and eggs bars tucked into easter baskets candy hidden in plastic eggs for easter egg hunts but rocke...,all_wrong
3831,News,News,Feature,News,True,False,True,False,False,False,4714,over the past couple of years the oxfordeducated psychologist barbara santini has been widely quoted as an expert she has contributed thoughts on everything from the psychological impact of the covid ...,disagree_mixed
3834,News,News,Feature,News,True,False,True,False,False,False,5013,you cant fix the system with the same hands that broke it richie vallance shouted through a megaphone from his mobility scooter lets make doncaster doncaster again he yelled at passersby in the city c...,disagree_mixed
3839,News,News,Feature,News,True,False,True,False,False,False,51774,231am bst closing summary were closing this blog now heres what happened today gary shapley the acting commissioner of the internal revenue service has been ousted after treasury secretary scott besse...,disagree_mixed
